"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
,,,"13.2","918.1023","2.190354","13.2","330.7819","2.190385","13.2","357.6755","2.190375","13.2","775.8141","2.190365","13.2","1423.788","2.190396","13.2","1729.059","2.190354","13.2","290.3461","2.190417"
,,,"13.21","921.8216","2.19201","13.21","332.4509","2.192042","13.21","355.9589","2.192073","13.21","776.1002","2.192052","13.21","1423.788","2.192031","13.21","1731.062","2.192031","13.21","291.2045","2.192073"
,,,"13.22","922.9183","2.193698","13.22","331.7833","2.193687","13.22","355.6252","2.19375","13.22","781.1069","2.193729","13.22","1429.796","2.193698","13.22","1734.066","2.193729","13.22","289.6309","2.193719"
,,,"13.23","922.5369","2.195375","13.23","330.9727","2.195344","13.23","357.3895","2.195406","13.23","782.4897","2.195396","13.23","1429.844","2.195375","13.23","1736.26","2.195406","13.23","288.1527","2.195364"
,,,"13.24","923.5382","2.197052","13.24","331.2588","2.197031","13.24","358.8199","2.197042","13.24","779.5811","2.197042","13.24","1427.841","2.197062","13.24","1739.264","2.197073","13.24","290.1554","2.197031"
,,,"13.25","922.4415","2.198708","13.25","331.4018","2.198729","13.25","359.0584","2.198688","13.25","779.1519","2.198688","13.25","1429.176","2.198729","13.25","1739.74","2.198719","13.25","290.7276","2.198719"
,,,"13.26","924.7303","2.200354","13.26","332.4032","2.200406","13.26","358.4385","2.200365","13.26","782.8712","2.200354","13.26","1432.371","2.200385","13.26","1741.457","2.200365","13.26","292.3012","2.200396"
,,,"13.27","926.59","2.20201","13.27","333.1184","2.202062","13.27","359.726","2.202052","13.27","784.6832","2.202042","13.27","1434.374","2.202021","13.27","1742.268","2.202031","13.27","290.8707","2.202062"
,,,"13.28","926.1608","2.203687","13.28","333.4045","2.203698","13.28","358.1524","2.203719","13.28","782.8235","2.20374","13.28","1434.612","2.203687","13.28","1743.937","2.203719","13.28","289.8216","2.203708"
,,,"13.29","924.6349","2.205385","13.29","334.1198","2.205354","13.29","358.4862","2.205385","13.29","784.0156","2.205417","13.29","1434.994","2.205375","13.29","1745.796","2.205396","13.29","292.9688","2.205364"
,,,"13.3","926.733","2.207062","13.3","335.1688","2.207021","13.3","358.3431","2.207031","13.3","781.1069","2.207062","13.3","1435.661","2.207062","13.3","1746.798","2.207062","13.3","293.1118","2.207031"
,,,"13.31","928.8311","2.208729","13.31","334.3582","2.208719","13.31","357.9617","2.208688","13.31","780.7732","2.208708","13.31","1438.141","2.20875","13.31","1749.802","2.208708","13.31","290.5369","2.208719"
,,,"13.32","928.3066","2.210375","13.32","335.1212","2.210396","13.32","357.0557","2.210365","13.32","781.9653","2.210365","13.32","1440.382","2.210406","13.32","1751.184","2.210354","13.32","292.6349","2.210417"
,,,"13.33","930.4523","2.212021","13.33","333.4522","2.212052","13.33","357.3895","2.212052","13.33","781.0593","2.212042","13.33","1439.428","2.212042","13.33","1751.709","2.212021","13.33","296.0205","2.212083"
,,,"13.34","929.1172","2.213687","13.34","334.5966","2.213698","13.34","356.3404","2.21374","13.34","782.8235","2.213729","13.34","1439.524","2.213698","13.34","1752.996","2.213708","13.34","295.5437","2.213729"
,,,"13.35","929.0695","2.215375","13.35","334.1198","2.215354","13.35","359.5352","2.215406","13.35","785.0647","2.215396","13.35","1441.383","2.215375","13.35","1756.906","2.215396","13.35","296.0205","2.215375"
,,,"13.36","927.7344","2.217052","13.36","334.2151","2.217031","13.36","361.2042","2.217052","13.36","784.9216","2.217052","13.36","1443.863","2.217062","13.36","1756.859","2.217073","13.36","296.5927","2.217031"
,,,"13.37","930.8338","2.218719","13.37","332.5462","2.218729","13.37","358.1047","2.218698","13.37","782.4897","2.218698","13.37","1444.387","2.218729","13.37","1757.097","2.218729","13.37","295.4006","2.218698"
,,,"13.38","933.3134","2.220375","13.38","332.5462","2.220406","13.38","360.5366","2.220354","13.38","784.7786","2.220354","13.38","1446.152","2.220396","13.38","1761.532","2.220375","13.38","295.0668","2.220385"
,,,"13.39","933.0273","2.222021","13.39","336.7424","2.222073","13.39","360.5843","2.222042","13.39","786.8767","2.222031","13.39","1446.724","2.222031","13.39","1762.962","2.222021","13.39","293.4933","2.222052"
,,,"13.4","933.2657","2.223687","13.4","337.0285","2.223708","13.4","359.6306","2.223729","13.4","786.066","2.223729","13.4","1447.344","2.223687","13.4","1762.247","2.223698","13.4","298.4047","2.223719"
,,,"13.41","932.3597","2.225375","13.41","336.9808","2.225354","13.41","358.4385","2.225396","13.41","785.3031","2.225417","13.41","1448.631","2.225354","13.41","1764.631","2.225385","13.41","299.0723","2.225364"
,,,"13.42","932.4073","2.227073","13.42","336.647","2.227021","13.42","360.9657","2.227042","13.42","785.4462","2.227083","13.42","1451.635","2.227052","13.42","1766.539","2.227062","13.42","296.402","2.227021"
,,,"13.43","934.3624","2.22874","13.43","335.8841","2.228698","13.43","360.3458","2.228688","13.43","786.6859","2.228719","13.43","1453.257","2.22874","13.43","1769.829","2.228719","13.43","297.0219","2.228698"
,,,"13.44","934.8392","2.230396","13.44","335.598","2.230385","13.44","361.2518","2.230344","13.44","787.0674","2.230365","13.44","1451.683","2.230417","13.44","1771.355","2.230365","13.44","296.5927","2.230396"
,,,"13.45","936.3174","2.232031","13.45","335.3119","2.232052","13.45","359.869","2.232042","13.45","785.6369","2.232031","13.45","1450.491","2.232063","13.45","1771.212","2.232021","13.45","296.6881","2.232073"
,,,"13.46","936.985","2.233677","13.46","334.692","2.233698","13.46","359.6306","2.233729","13.46","785.6369","2.233708","13.46","1450.92","2.233698","13.46","1772.308","2.233698","13.46","298.0709","2.23374"
,,,"13.47","937.4142","2.235365","13.47","337.1239","2.235354","13.47","361.9671","2.235406","13.47","787.8781","2.235396","13.47","1453.972","2.235365","13.47","1774.359","2.235396","13.47","298.5477","2.235375"
,,,"13.48","937.6049","2.237042","13.48","335.9318","2.23701","13.48","364.1129","2.237062","13.48","789.4516","2.237062","13.48","1458.74","2.237042","13.48","1774.74","2.237083","13.48","299.8829","2.237021"
,,,"13.49","939.2738","2.238719","13.49","335.598","2.238698","13.49","364.2559","2.238708","13.49","788.6887","2.238719","13.49","1460.552","2.238729","13.49","1778.364","2.238739","13.49","300.2643","2.238698"
,,,"13.5","940.5136","2.240375","13.5","337.7914","2.240396","13.5","364.1129","2.240354","13.5","788.7841","2.240365","13.5","1460.028","2.240396","13.5","1780.128","2.240385","13.5","299.3584","2.240385"
,,,"13.51","938.6539","2.242021","13.51","337.0762","2.242073","13.51","361.5856","2.242031","13.51","791.3589","2.242021","13.51","1459.265","2.242052","13.51","1782.513","2.242031","13.51","299.2153","2.242063"
,,,"13.52","939.2738","2.243667","13.52","337.2669","2.243719","13.52","358.1524","2.243719","13.52","791.4543","2.243708","13.52","1459.074","2.243698","13.52","1787.424","2.243698","13.52","298.4047","2.243729"
,,,"13.53","939.2261","2.245354","13.53","339.4127","2.245365","13.53","359.8213","2.245396","13.53","793.2186","2.245406","13.53","1461.363","2.245365","13.53","1786.614","2.245375","13.53","299.5014","2.245375"
,,,"13.54","941.8011","2.247052","13.54","338.8405","2.247021","13.54","362.1578","2.247052","13.54","793.7908","2.247083","13.54","1461.554","2.247042","13.54","1787.901","2.247062","13.54","299.4061","2.247021"
,,,"13.55","942.564","2.248729","13.55","336.7901","2.248688","13.55","361.0611","2.248698","13.55","793.3617","2.248739","13.55","1462.412","2.248739","13.55","1791.239","2.248719","13.55","300.1213","2.248677"
,,,"13.56","941.5626","2.250396","13.56","336.0272","2.250385","13.56","361.8717","2.250354","13.56","795.412","2.250375","13.56","1464.033","2.250417","13.56","1793.814","2.250375","13.56","301.6472","2.250375"
,,,"13.57","941.658","2.252042","13.57","337.7914","2.252063","13.57","364.3036","2.252031","13.57","793.8862","2.252031","13.57","1466.942","2.252073","13.57","1790.619","2.252021","13.57","302.7916","2.252073"
,,,"13.58","942.6117","2.253677","13.58","338.7928","2.253719","13.58","364.4943","2.253729","13.58","794.0292","2.253708","13.58","1467.419","2.253708","13.58","1792.383","2.253687","13.58","301.218","2.25374"
,,,"13.59","944.6144","2.255354","13.59","336.8854","2.255365","13.59","362.6823","2.255417","13.59","796.1273","2.255396","13.59","1469.278","2.255365","13.59","1794.624","2.255375","13.59","300.5505","2.255396"
,,,"13.6","945.282","2.257042","13.6","337.6484","2.257021","13.6","363.1592","2.257073","13.6","794.6968","2.257073","13.6","1469.326","2.257031","13.6","1795.578","2.257073","13.6","302.2194","2.257031"
,,,"13.61","944.6144","2.258719","13.61","336.5517","2.258687","13.61","364.0175","2.258719","13.61","793.3617","2.258729","13.61","1469.755","2.258719","13.61","1798.201","2.258739","13.61","302.9823","2.258698"
,,,"13.62","944.9482","2.260385","13.62","336.7424","2.260385","13.62","366.497","2.260365","13.62","797.4625","2.260365","13.62","1470.661","2.260396","13.62","1799.87","2.260396","13.62","303.6022","2.260375"
,,,"13.63","945.8542","2.262031","13.63","338.7451","2.262073","13.63","366.8308","2.262021","13.63","797.2241","2.262021","13.63","1471.853","2.262063","13.63","1801.586","2.262042","13.63","301.075","2.262063"
,,,"13.64","946.5217","2.263677","13.64","338.5544","2.263729","13.64","365.8771","2.263708","13.64","795.1736","2.263698","13.64","1474.714","2.263708","13.64","1803.446","2.263687","13.64","300.9319","2.263729"
,,,"13.65","948.8105","2.265344","13.65","339.0312","2.265375","13.65","364.0652","2.265385","13.65","797.2717","2.265396","13.65","1475.096","2.265365","13.65","1803.303","2.265365","13.65","303.2208","2.265385"
,,,"13.66","947.1417","2.267042","13.66","337.4576","2.267021","13.66","365.2096","2.267062","13.66","796.8426","2.267073","13.66","1475.048","2.267031","13.66","1805.925","2.267052","13.66","306.1295","2.267031"
,,,"13.67","945.7588","2.268729","13.67","337.2192","2.268687","13.67","367.3077","2.268719","13.67","798.0347","2.26875","13.67","1477.241","2.268719","13.67","1806.688","2.268729","13.67","305.0804","2.268687"
,,,"13.68","948.7152","2.270406","13.68","338.2683","2.270375","13.68","366.9262","2.270354","13.68","797.6055","2.270386","13.68","1477.528","2.270417","13.68","1810.36","2.270386","13.68","304.4128","2.270375"
,,,"13.69","948.4291","2.272052","13.69","340.3187","2.272063","13.69","367.1169","2.27201","13.69","798.4638","2.272031","13.69","1477.861","2.272073","13.69","1810.837","2.272031","13.69","301.8379","2.272073"
,,,"13.7","948.9059","2.273698","13.7","339.1266","2.273729","13.7","367.4507","2.273708","13.7","800.8003","2.273687","13.7","1481.295","2.273729","13.7","1812.077","2.273687","13.7","302.4578","2.27375"
,,,"13.71","951.91","2.275354","13.71","339.9849","2.275375","13.71","368.309","2.275396","13.71","803.8044","2.275385","13.71","1480.484","2.275365","13.71","1814.175","2.275365","13.71","305.0804","2.275406"
,,,"13.72","951.0994","2.277031","13.72","339.8419","2.277021","13.72","369.215","2.277073","13.72","802.66","2.277062","13.72","1481.342","2.277031","13.72","1817.274","2.277062","13.72","305.5573","2.277052"
,,,"13.73","951.2424","2.278719","13.73","340.4141","2.278687","13.73","368.4998","2.278729","13.73","804.4243","2.278729","13.73","1482.534","2.278708","13.73","1817.37","2.27875","13.73","306.5586","2.278698"
,,,"13.74","953.6743","2.280385","13.74","340.7478","2.280375","13.74","365.7818","2.280375","13.74","803.5183","2.280385","13.74","1482.487","2.280396","13.74","1818.418","2.280406","13.74","305.3188","2.280354"
,,,"13.75","954.5326","2.282042","13.75","342.4644","2.282073","13.75","366.1156","2.282021","13.75","804.9965","2.282031","13.75","1487.684","2.282063","13.75","1820.087","2.282052","13.75","305.4619","2.282042"
,,,"13.76","956.8691","2.283688","13.76","342.7505","2.28374","13.76","366.9262","2.283698","13.76","807.2853","2.283698","13.76","1488.638","2.283729","13.76","1823.521","2.283698","13.76","308.4183","2.283719"
,,,"13.77","956.4877","2.285344","13.77","343.7042","2.285396","13.77","368.5951","2.285385","13.77","803.6136","2.285385","13.77","1487.684","2.285365","13.77","1824.236","2.285365","13.77","309.0381","2.285396"
,,,"13.78","955.7724","2.287021","13.78","345.5162","2.287042","13.78","368.9289","2.287062","13.78","803.8521","2.287083","13.78","1486.826","2.287021","13.78","1824.522","2.287052","13.78","308.3229","2.287042"
,,,"13.79","956.2493","2.288719","13.79","343.132","2.288687","13.79","369.7395","2.288729","13.79","805.9502","2.28875","13.79","1489.83","2.288698","13.79","1825.571","2.288729","13.79","309.0381","2.288687"
,,,"13.8","956.9168","2.290396","13.8","340.3664","2.290354","13.8","369.7395","2.290365","13.8","807.5237","2.290406","13.8","1492.786","2.290396","13.8","1827.86","2.290396","13.8","309.515","2.290354"
,,,"13.81","957.9658","2.292063","13.81","340.1279","2.292042","13.81","367.403","2.292021","13.81","808.0959","2.292042","13.81","1493.931","2.292073","13.81","1828.909","2.292052","13.81","308.3706","2.292042"
,,,"13.82","955.7724","2.293708","13.82","340.5094","2.293719","13.82","367.4984","2.293688","13.82","809.5741","2.293688","13.82","1493.979","2.29374","13.82","1832.008","2.293698","13.82","306.5586","2.29374"
,,,"13.83","956.6307","2.295354","13.83","342.6075","2.295375","13.83","370.6932","2.295385","13.83","808.4774","2.295365","13.83","1496.744","2.295375","13.83","1832.819","2.295365","13.83","307.56","2.295417"
,,,"13.84","957.2029","2.29701","13.84","343.5135","2.297021","13.84","369.7872","2.297073","13.84","806.9515","2.297052","13.84","1497.078","2.297021","13.84","1834.631","2.297052","13.84","308.9428","2.297062"
,,,"13.85","958.4427","2.298698","13.85","344.1334","2.298687","13.85","369.8826","2.29874","13.85","808.5251","2.298729","13.85","1496.601","2.298698","13.85","1836.205","2.29875","13.85","307.0831","2.298698"
,,,"13.86","958.2043","2.300385","13.86","342.2737","2.300354","13.86","369.0243","2.300385","13.86","809.8602","2.300396","13.86","1496.315","2.300385","13.86","1839.113","2.300417","13.86","308.0845","2.300364"
,,,"13.87","959.8732","2.302052","13.87","342.989","2.302052","13.87","371.1224","2.302031","13.87","811.6722","2.302031","13.87","1498.985","2.302063","13.87","1840.591","2.302073","13.87","312.6144","2.302042"
,,,"13.88","961.4944","2.303698","13.88","342.7505","2.303729","13.88","372.6483","2.303698","13.88","812.149","2.303688","13.88","1501.942","2.303719","13.88","1842.213","2.303708","13.88","311.3747","2.303729"
,,,"13.89","963.4018","2.305344","13.89","342.0353","2.305396","13.89","373.5065","2.305375","13.89","809.8602","2.305365","13.89","1502.895","2.305375","13.89","1843.5","2.305354","13.89","310.9455","2.305396"
,,,"13.9","962.2097","2.30701","13.9","343.6566","2.307042","13.9","372.6959","2.307062","13.9","810.5278","2.307052","13.9","1504.326","2.307021","13.9","1843.023","2.307031","13.9","309.4673","2.307052"
,,,"13.91","961.113","2.308698","13.91","345.2301","2.308687","13.91","370.6932","2.308729","13.91","810.4801","2.308729","13.91","1505.136","2.308698","13.91","1845.36","2.308719","13.91","308.6567","2.308698"
,,,"13.92","961.3037","2.310385","13.92","346.1838","2.310354","13.92","371.027","2.310385","13.92","810.7185","2.310396","13.92","1506.186","2.310396","13.92","1849.27","2.310396","13.92","312.4714","2.310354"
,,,"13.93","963.7833","2.312063","13.93","344.038","2.312042","13.93","372.3621","2.312031","13.93","809.145","2.312052","13.93","1503.563","2.312083","13.93","1851.749","2.312052","13.93","310.3733","2.312031"
,,,"13.94","963.0203","2.313719","13.94","345.1824","2.313729","13.94","374.3649","2.313688","13.94","812.8167","2.313698","13.94","1505.232","2.31375","13.94","1852.083","2.313698","13.94","311.8515","2.313729"
,,,"13.95","965.4045","2.315354","13.95","346.0407","2.315396","13.95","374.0311","2.315375","13.95","814.9624","2.315365","13.95","1508.093","2.315396","13.95","1852.274","2.315354","13.95","314.9033","2.315417"
,,,"13.96","965.4045","2.31701","13.96","345.4208","2.317042","13.96","373.9357","2.317073","13.96","814.724","2.317042","13.96","1509.619","2.317031","13.96","1854.181","2.317021","13.96","312.8052","2.317073"
,,,"13.97","964.5462","2.318698","13.97","345.9454","2.318687","13.97","376.2722","2.31875","13.97","812.2444","2.318729","13.97","1508.713","2.318698","13.97","1852.56","2.318719","13.97","313.5204","2.318719"
,,,"13.98","967.5503","2.320385","13.98","346.2314","2.320354","13.98","375.3185","2.320406","13.98","811.2908","2.320396","13.98","1513.338","2.320375","13.98","1857.185","2.320406","13.98","314.1403","2.320364"
,,,"13.99","965.3568","2.322052","13.99","346.9944","2.322042","13.99","373.9357","2.322042","13.99","812.6259","2.322042","13.99","1514.149","2.322052","13.99","1857.996","2.322073","13.99","313.8542","2.322031"
,,,"14","967.1688","2.323719","14","345.85","2.323729","14","374.4602","2.323698","14","810.4324","2.323688","14","1513.91","2.323729","14","1860.905","2.323719","14","313.9973","2.323719"
