"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
,,,"77.99","571.2509","12.98861","77.99","168.1805","12.98861","77.99","564.5275","12.98861","77.99","226.7838","12.98862",,,,,,,,,
,,,"78","572.443","12.99028","78","170.4693","12.9903","78","562.9063","12.99026","78","226.0208","12.99027",,,,,,,,,
,,,"78.01","573.3967","12.99193","78.01","168.705","12.99198","78.01","562.191","12.99194","78.01","222.9214","12.99193",,,,,,,,,
,,,"78.02","573.6828","12.99358","78.02","168.1805","12.99364","78.02","564.3845","12.99362","78.02","223.2075","12.99361",,,,,,,,,
,,,"78.03","573.8735","12.99526","78.03","167.5606","12.99528","78.03","565.7196","12.9953","78.03","223.875","12.99531",,,,,,,,,
,,,"78.04","573.9689","12.99695","78.04","167.942","12.99693","78.04","564.1937","12.99697","78.04","224.1611","12.99698",,,,,,,,,
,,,"78.05","573.9212","12.99864","78.05","167.0361","12.9986","78.05","564.2891","12.99861","78.05","224.4949","12.99865",,,,,,,,,
,,,"78.06","574.2073","13.0003","78.06","167.6559","13.00029","78.06","565.9103","13.00026","78.06","225.7347","13.00028",,,,,,,,,
,,,"78.07","573.4921","13.00195","78.07","168.3712","13.00197","78.07","567.3885","13.00194","78.07","225.4963","13.00194",,,,,,,,,
,,,"78.08","575.5901","13.00359","78.08","168.5619","13.00362","78.08","566.1487","13.00364","78.08","225.1625","13.00361",,,,,,,,,
,,,"78.09","576.7822","13.00525","78.09","165.7963","13.00527","78.09","564.909","13.00532","78.09","227.356","13.0053",,,,,,,,,
,,,"78.1","576.4484","13.00694","78.1","165.8916","13.00693","78.1","564.003","13.00698","78.1","226.7838","13.00698",,,,,,,,,
,,,"78.11","575.2563","13.00863","78.11","167.4652","13.00859","78.11","565.5289","13.00864","78.11","228.2619","13.00864",,,,,,,,,
,,,"78.12","575.924","13.01029","78.12","165.3194","13.01029","78.12","565.3858","13.01027","78.12","228.0712","13.01028",,,,,,,,,
,,,"78.13","574.2073","13.01194","78.13","165.7486","13.01198","78.13","567.1024","13.01193","78.13","225.2102","13.01194",,,,,,,,,
,,,"78.14","574.6841","13.01358","78.14","165.6532","13.01365","78.14","566.8163","13.01361","78.14","225.3532","13.0136",,,,,,,,,
,,,"78.15","575.8762","13.01525","78.15","168.1805","13.01529","78.15","566.2441","13.0153","78.15","225.4963","13.0153",,,,,,,,,
,,,"78.16","574.4457","13.01694","78.16","168.3235","13.01693","78.16","566.5302","13.01697","78.16","227.0699","13.01699",,,,,,,,,
,,,"78.17","572.4907","13.01863","78.17","168.5619","13.01859","78.17","566.1011","13.01863","78.17","226.7838","13.01866",,,,,,,,,
,,,"78.18","575.5425","13.0203","78.18","167.3222","13.02028","78.18","563.9076","13.02026","78.18","227.0222","13.0203",,,,,,,,,
,,,"78.19","575.7809","13.02197","78.19","164.6519","13.02197","78.19","566.1487","13.02193","78.19","226.6884","13.02195",,,,,,,,,
,,,"78.2","574.3027","13.0236","78.2","166.6069","13.02363","78.2","566.3872","13.02361","78.2","226.7361","13.0236",,,,,,,,,
,,,"78.21","574.3981","13.02526","78.21","166.8453","13.02528","78.21","566.5302","13.02531","78.21","225.3532","13.02529",,,,,,,,,
,,,"78.22","574.9225","13.02693","78.22","165.6055","13.02693","78.22","565.8149","13.02699","78.22","226.8314","13.02698",,,,,,,,,
,,,"78.23","576.8299","13.02861","78.23","166.3685","13.02859","78.23","563.7646","13.02865","78.23","227.5944","13.02865",,,,,,,,,
,,,"78.24","577.7359","13.03029","78.24","166.9407","13.03029","78.24","565.2428","13.03028","78.24","227.1652","13.03029",,,,,,,,,
,,,"78.25","576.1146","13.03195","78.25","165.6055","13.03198","78.25","568.5806","13.03193","78.25","226.7361","13.03194",,,,,,,,,
,,,"78.26","578.165","13.03359","78.26","164.6042","13.03366","78.26","565.9103","13.0336","78.26","225.3056","13.0336",,,,,,,,,
,,,"78.27","576.1624","13.03525","78.27","165.4148","13.03531","78.27","566.3395","13.03529","78.27","226.7838","13.03529",,,,,,,,,
,,,"78.28","574.3503","13.03693","78.28","165.2241","13.03695","78.28","565.3858","13.03697","78.28","228.3573","13.03698",,,,,,,,,
,,,"78.29","575.6378","13.03862","78.29","164.6996","13.03859","78.29","565.2905","13.03864","78.29","228.0235","13.03866",,,,,,,,,
,,,"78.3","574.9702","13.0403","78.3","168.5143","13.04027","78.3","563.8123","13.04027","78.3","229.0249","13.04031",,,,,,,,,
,,,"78.31","575.6855","13.04197","78.31","169.5156","13.04196","78.31","564.909","13.04192","78.31","228.405","13.04196",,,,,,,,,
,,,"78.32","576.2577","13.04361","78.32","165.4625","13.04362","78.32","565.2428","13.04359","78.32","228.5004","13.0436",,,,,,,,,
,,,"78.33","575.4471","13.04526","78.33","164.175","13.04529","78.33","564.4321","13.04529","78.33","230.1693","13.04528",,,,,,,,,
,,,"78.34","577.3544","13.04692","78.34","164.175","13.04694","78.34","563.097","13.04698","78.34","229.311","13.04696",,,,,,,,,
,,,"78.35","580.0724","13.0486","78.35","164.8903","13.04859","78.35","564.5275","13.04865","78.35","230.0739","13.04864",,,,,,,,,
,,,"78.36","577.9743","13.05028","78.36","164.6042","13.05026","78.36","564.6705","13.05029","78.36","228.8818","13.0503",,,,,,,,,
,,,"78.37","578.5465","13.05195","78.37","164.5088","13.05196","78.37","564.5752","13.05194","78.37","228.9772","13.05195",,,,,,,,,
,,,"78.38","577.7359","13.0536","78.38","164.5088","13.05365","78.38","564.2891","13.05359","78.38","229.7878","13.0536",,,,,,,,,
,,,"78.39","575.6855","13.05524","78.39","165.987","13.05531","78.39","562.6202","13.05528","78.39","230.7892","13.05527",,,,,,,,,
,,,"78.4","575.5901","13.05691","78.4","164.5565","13.05696","78.4","562.8109","13.05697","78.4","230.6938","13.05697",,,,,,,,,
,,,"78.41","575.7809","13.05859","78.41","164.6042","13.05859","78.41","564.6705","13.05864","78.41","231.3614","13.05866",,,,,,,,,
,,,"78.42","576.3531","13.06029","78.42","165.3194","13.06026","78.42","563.0493","13.06029","78.42","231.9336","13.06032",,,,,,,,,
,,,"78.43","577.5452","13.06197","78.43","164.6042","13.06195","78.43","563.6215","13.06194","78.43","231.8382","13.06197",,,,,,,,,
,,,"78.44","576.8299","13.06363","78.44","164.8903","13.06363","78.44","562.2864","13.06359","78.44","229.1203","13.06361",,,,,,,,,
,,,"78.45","575.0179","13.06526","78.45","166.2254","13.0653","78.45","564.2891","13.06529","78.45","230.217","13.06527",,,,,,,,,
,,,"78.46","575.7809","13.06692","78.46","166.1777","13.06695","78.46","563.4785","13.06698","78.46","228.9295","13.06696",,,,,,,,,
,,,"78.47","578.8803","13.06859","78.47","165.3194","13.06859","78.47","564.5275","13.06866","78.47","231.6952","13.06863",,,,,,,,,
,,,"78.48","577.5928","13.07028","78.48","165.5102","13.07026","78.48","565.052","13.07031","78.48","230.217","13.07031",,,,,,,,,
,,,"78.49","576.9253","13.07195","78.49","164.5088","13.07195","78.49","564.8136","13.07195","78.49","232.2674","13.07196",,,,,,,,,
,,,"78.5","576.1146","13.07361","78.5","163.126","13.07364","78.5","564.2891","13.07359","78.5","233.2211","13.0736",,,,,,,,,
,,,"78.51","577.8313","13.07526","78.51","161.9816","13.07531","78.51","566.0534","13.07527","78.51","232.2197","13.07526",,,,,,,,,
,,,"78.52","577.2114","13.07691","78.52","163.2214","13.07697","78.52","564.2414","13.07696","78.52","232.5535","13.07695",,,,,,,,,
,,,"78.53","577.6405","13.07858","78.53","164.5088","13.07861","78.53","563.4785","13.07864","78.53","235.4145","13.07865",,,,,,,,,
,,,"78.54","578.6896","13.08028","78.54","165.7486","13.08026","78.54","565.3381","13.08029","78.54","233.5072","13.08032",,,,,,,,,
,,,"78.55","578.928","13.08196","78.55","165.987","13.08194","78.55","564.003","13.08194","78.55","231.8382","13.08198",,,,,,,,,
,,,"78.56","578.4988","13.08362","78.56","163.4598","13.08362","78.56","567.0071","13.08359","78.56","233.3641","13.08361",,,,,,,,,
,,,"78.57","579.071","13.08527","78.57","163.4598","13.0853","78.57","565.6719","13.08527","78.57","234.4608","13.08527",,,,,,,,,
,,,"78.58","577.3544","13.08692","78.58","163.9843","13.08697","78.58","563.6692","13.08696","78.58","233.1257","13.08694",,,,,,,,,
,,,"78.59","576.8299","13.08858","78.59","165.4148","13.08861","78.59","564.909","13.08865","78.59","231.8382","13.08864",,,,,,,,,
,,,"78.6","577.5928","13.09027","78.6","165.4148","13.09026","78.6","565.2428","13.09031","78.6","232.8396","13.09031",,,,,,,,,
,,,"78.61","579.7386","13.09195","78.61","165.2241","13.09194","78.61","565.052","13.09196","78.61","234.89","13.09197",,,,,,,,,
,,,"78.62","579.6432","13.09363","78.62","167.2745","13.09364","78.62","564.4799","13.0936","78.62","233.2687","13.09361",,,,,,,,,
,,,"78.63","576.1624","13.09527","78.63","166.2731","13.09531","78.63","566.0534","13.09526","78.63","232.7442","13.09527",,,,,,,,,
,,,"78.64","574.4934","13.09692","78.64","164.4611","13.09698","78.64","563.7169","13.09696","78.64","231.266","13.09694",,,,,,,,,
,,,"78.65","576.4484","13.09858","78.65","164.7949","13.09863","78.65","563.4308","13.09864","78.65","231.8382","13.09864",,,,,,,,,
,,,"78.66","578.1174","13.10027","78.66","164.2227","13.10027","78.66","561.6665","13.1003","78.66","233.5072","13.10032",,,,,,,,,
,,,"78.67","578.022","13.10197","78.67","162.6968","13.10193","78.67","560.6174","13.10196","78.67","233.984","13.10199",,,,,,,,,
,,,"78.68","577.7359","13.10363","78.68","163.8889","13.10361","78.68","562.2387","13.10359","78.68","234.127","13.10363",,,,,,,,,
,,,"78.69","577.6882","13.10529","78.69","164.175","13.10529","78.69","562.1433","13.10526","78.69","235.796","13.10528",,,,,,,,,
,,,"78.7","577.9266","13.10693","78.7","162.3631","13.10696","78.7","560.9512","13.10695","78.7","233.2687","13.10694",,,,,,,,,
,,,"78.71","578.1174","13.10858","78.71","164.5088","13.10861","78.71","560.6174","13.10863","78.71","231.9336","13.10862",,,,,,,,,
,,,"78.72","577.5928","13.11025","78.72","164.8903","13.11026","78.72","562.191","13.11031","78.72","234.7469","13.1103",,,,,,,,,
,,,"78.73","578.5942","13.11194","78.73","164.7949","13.11192","78.73","561.1896","13.11197","78.73","234.0794","13.11197",,,,,,,,,
,,,"78.74","578.928","13.11361","78.74","160.8372","13.1136","78.74","561.6188","13.11361","78.74","234.1747","13.11362",,,,,,,,,
,,,"78.75","580.1678","13.11528","78.75","161.9339","13.1153","78.75","560.0929","13.11526","78.75","236.8927","13.11527",,,,,,,,,
,,,"78.76","580.0247","13.11692","78.76","161.9339","13.11697","78.76","559.9499","13.11694","78.76","236.1774","13.11693",,,,,,,,,
,,,"78.77","580.2631","13.11857","78.77","163.5551","13.11864","78.77","560.5698","13.11862","78.77","234.0317","13.11861",,,,,,,,,
,,,"78.78","578.8803","13.12025","78.78","164.4611","13.12027","78.78","561.4758","13.1203","78.78","233.8886","13.12031",,,,,,,,,
,,,"78.79","579.1664","13.12195","78.79","166.1777","13.12193","78.79","562.2864","13.12196","78.79","236.702","13.12199",,,,,,,,,
,,,"78.8","579.5479","13.12364","78.8","165.1764","13.1236","78.8","563.0493","13.1236","78.8","236.7973","13.12365",,,,,,,,,
,,,"78.81","580.6923","13.1253","78.81","164.4611","13.12529","78.81","564.003","13.12526","78.81","236.8927","13.12528",,,,,,,,,
,,,"78.82","579.071","13.12694","78.82","165.1764","13.12696","78.82","563.2877","13.12694","78.82","236.0344","13.12694",,,,,,,,,
,,,"78.83","578.2604","13.12858","78.83","164.2227","13.12862","78.83","563.7169","13.12864","78.83","236.3205","13.12861",,,,,,,,,
,,,"78.84","579.4048","13.13025","78.84","163.7459","13.13027","78.84","562.5725","13.13031","78.84","236.9881","13.1303",,,,,,,,,
,,,"78.85","579.7386","13.13194","78.85","167.2268","13.13192","78.85","563.8123","13.13199","78.85","234.89","13.13198",,,,,,,,,
,,,"78.86","578.3558","13.13363","78.86","164.032","13.13359","78.86","563.9076","13.13364","78.86","238.0848","13.13364",,,,,,,,,
,,,"78.87","580.4062","13.13529","78.87","162.9353","13.13528","78.87","563.2877","13.13527","78.87","238.4186","13.13528",,,,,,,,,
,,,"78.88","580.1678","13.13694","78.88","162.4584","13.13697","78.88","563.8599","13.13693","78.88","236.6066","13.13694",,,,,,,,,
,,,"78.89","579.4048","13.13858","78.89","161.6001","13.13865","78.89","563.2401","13.13861","78.89","237.3219","13.1386",,,,,,,,,
,,,"78.9","578.3081","13.14025","78.9","160.5988","13.14029","78.9","562.7632","13.1403","78.9","238.5139","13.1403",,,,,,,,,
,,,"78.91","578.3081","13.14194","78.91","163.126","13.14193","78.91","562.8109","13.14196","78.91","236.2251","13.14199",,,,,,,,,
,,,"78.92","581.2168","13.14363","78.92","162.9829","13.14359","78.92","560.8558","13.14361","78.92","238.2755","13.14366",,,,,,,,,
,,,"78.93","581.9797","13.1453","78.93","162.6015","13.14528","78.93","561.4281","13.14526","78.93","239.6107","13.1453",,,,,,,,,
,,,"78.94","580.2631","13.14696","78.94","163.6028","13.14696","78.94","561.2373","13.14693","78.94","238.3232","13.14695",,,,,,,,,
,,,"78.95","579.3094","13.14859","78.95","164.7472","13.14863","78.95","561.0466","13.14861","78.95","236.6066","13.1486",,,,,,,,,
,,,"78.96","579.2141","13.15025","78.96","166.9884","13.15028","78.96","561.5234","13.1503","78.96","241.518","13.15029",,,,,,,,,
,,,"78.97","581.2645","13.15193","78.97","165.5102","13.15193","78.97","562.5725","13.15198","78.97","239.8968","13.15198",,,,,,,,,
,,,"78.98","581.1691","13.15361","78.98","161.7908","13.15359","78.98","564.4321","13.15364","78.98","239.0385","13.15365",,,,,,,,,
,,,"78.99","581.1691","13.15529","78.99","161.7908","13.15528","78.99","562.6678","13.15528","78.99","241.2319","13.15529",,,,,,,,,
,,,"79","581.789","13.15696","79","162.4107","13.15698","79","561.3327","13.15693","79","240.5167","13.15694",,,,,,,,,
,,,"79.01","581.0737","13.15859","79.01","164.0797","13.15865","79.01","560.0452","13.1586","79.01","237.4649","13.1586",,,,,,,,,
,,,"79.02","580.8831","13.16025","79.02","164.2704","13.16031","79.02","560.236","13.16029","79.02","238.7524","13.16029",,,,,,,,,
,,,"79.03","582.5996","13.16193","79.03","164.8426","13.16195","79.03","559.33","13.16197","79.03","238.8954","13.16199",,,,,,,,,
,,,"79.04","581.2645","13.16362","79.04","165.844","13.16359","79.04","561.4758","13.16362","79.04","240.2782","13.16366",,,,,,,,,
,,,"79.05","580.7877","13.1653","79.05","163.9366","13.16526","79.05","561.3804","13.16527","79.05","241.6134","13.16531",,,,,,,,,
,,,"79.06","580.9784","13.16697","79.06","161.9339","13.16695","79.06","561.6188","13.16693","79.06","239.0862","13.16696",,,,,,,,,
,,,"79.07","581.4075","13.16861","79.07","162.1723","13.16862","79.07","562.4294","13.1686","79.07","236.9404","13.1686",,,,,,,,,
,,,"79.08","581.4075","13.17025","79.08","162.7445","13.17029","79.08","561.8572","13.17029","79.08","237.751","13.17028",,,,,,,,,
,,,"79.09","583.3149","13.17192","79.09","162.5538","13.17194","79.09","562.9063","13.17198","79.09","239.2769","13.17197",,,,,,,,,
,,,"79.1","581.9797","13.1736","79.1","164.6519","13.17358","79.1","560.236","13.17366","79.1","239.4199","13.17364",,,,,,,,,
,,,"79.11","582.5996","13.17528","79.11","163.0306","13.17526","79.11","560.5698","13.1753","79.11","237.8941","13.1753",,,,,,,,,
,,,"79.12","584.0302","13.17695","79.12","160.7895","13.17696","79.12","562.4294","13.17694","79.12","236.6543","13.17695",,,,,,,,,
,,,"79.13","583.5056","13.17859","79.13","165.3194","13.17865","79.13","562.4294","13.1786","79.13","238.2755","13.17859",,,,,,,,,
,,,"79.14","580.74","13.18024","79.14","164.4135","13.18031","79.14","559.5684","13.18028","79.14","239.7537","13.18027",,,,,,,,,
,,,"79.15","580.0247","13.18191","79.15","164.175","13.18195","79.15","559.187","13.18197","79.15","239.0385","13.18197",,,,,,,,,
,,,"79.16","583.9348","13.18359","79.16","164.032","13.18359","79.16","560.9989","13.18364","79.16","239.7537","13.18365",,,,,,,,,
,,,"79.17","583.5533","13.18529","79.17","162.9829","13.18526","79.17","561.8572","13.18529","79.17","240.9935","13.18532",,,,,,,,,
,,,"79.18","583.0765","13.18697","79.18","162.5061","13.18695","79.18","559.2346","13.18693","79.18","241.6611","13.18696",,,,,,,,,
,,,"79.19","582.9334","13.18861","79.19","164.6042","13.18862","79.19","560.236","13.18859","79.19","240.7074","13.1886",,,,,,,,,
,,,"79.2","583.4103","13.19026","79.2","162.5061","13.1903","79.2","561.6188","13.19028","79.2","242.0902","13.19027",,,,,,,,,
,,,"79.21","584.3163","13.19192","79.21","162.3631","13.19195","79.21","559.6161","13.19198","79.21","242.2333","13.19196",,,,,,,,,
,,,"79.22","582.4089","13.19359","79.22","162.9829","13.19359","79.22","558.9008","13.19366","79.22","242.3763","13.19363",,,,,,,,,
,,,"79.23","581.9797","13.19528","79.23","163.2214","13.19526","79.23","560.0929","13.19531","79.23","241.7088","13.19531",,,,,,,,,
,,,"79.24","584.2686","13.19695","79.24","162.5061","13.19695","79.24","560.9512","13.19695","79.24","240.9458","13.19696",,,,,,,,,
,,,"79.25","583.5533","13.19861","79.25","161.0756","13.19864","79.25","558.4717","13.1986","79.25","239.0862","13.1986",,,,,,,,,
,,,"79.26","583.3149","13.20026","79.26","159.4067","13.20031","79.26","557.9471","13.20027","79.26","239.7537","13.20026",,,,,,,,,
,,,"79.27","582.5996","13.20191","79.27","159.5497","13.20197","79.27","557.4226","13.20196","79.27","241.9949","13.20196",,,,,,,,,
,,,"79.28","580.6446","13.20358","79.28","162.3154","13.20361","79.28","557.8518","13.20364","79.28","241.6611","13.20365",,,,,,,,,
,,,"79.29","580.0247","13.20528","79.29","163.6505","13.20526","79.29","558.7578","13.2053","79.29","241.6134","13.20532",,,,,,,,,
,,,"79.3","580.74","13.20697","79.3","163.6505","13.20694","79.3","560.8082","13.20694","79.3","240.5643","13.20698",,,,,,,,,
,,,"79.31","583.4103","13.20864","79.31","162.6492","13.20862","79.31","560.9512","13.20859","79.31","240.469","13.20861",,,,,,,,,
,,,"79.32","582.0275","13.21028","79.32","162.3631","13.2103","79.32","561.5711","13.21027","79.32","240.8981","13.21027",,,,,,,,,
,,,"79.33","581.2645","13.21193","79.33","162.6968","13.21196","79.33","561.2373","13.21197","79.33","239.3246","13.21194",,,,,,,,,
,,,"79.34","581.5983","13.21358","79.34","162.8876","13.2136","79.34","560.379","13.21365","79.34","241.8518","13.21364",,,,,,,,,
,,,"79.35","582.1228","13.21527","79.35","162.5538","13.21526","79.35","560.8558","13.21531","79.35","242.5194","13.2153",,,,,,,,,
,,,"79.36","584.4593","13.21696","79.36","162.6015","13.21693","79.36","563.7169","13.21696","79.36","244.4744","13.21697",,,,,,,,,
,,,"79.37","580.9784","13.21863","79.37","161.4571","13.21863","79.37","560.0929","13.2186","79.37","246.0957","13.21861",,,,,,,,,
,,,"79.38","580.9307","13.22028","79.38","161.6001","13.22031","79.38","558.567","13.22026","79.38","246.0003","13.22027",,,,,,,,,
,,,"79.39","581.3122","13.22193","79.39","163.6505","13.22198","79.39","559.8068","13.22195","79.39","242.9962","13.22194",,,,,,,,,
,,,"79.4","583.2672","13.22358","79.4","162.22","13.22363","79.4","561.1896","13.22364","79.4","243.5207","13.22364",,,,,,,,,
,,,"79.41","583.9825","13.22528","79.41","161.5524","13.22526","79.41","561.8572","13.22529","79.41","243.5684","13.22532",,,,,,,,,
,,,"79.42","584.8408","13.22697","79.42","163.1737","13.22693","79.42","560.9989","13.22695","79.42","248.4798","13.22699",,,,,,,,,
,,,"79.43","584.1255","13.22865","79.43","163.5075","13.2286","79.43","559.0439","13.22859","79.43","247.0493","13.22863",,,,,,,,,
,,,"79.44","584.7454","13.2303","79.44","163.269","13.23029","79.44","560.5221","13.23026","79.44","243.0916","13.23028",,,,,,,,,
,,,"79.45","584.0302","13.23194","79.45","163.3644","13.23196","79.45","559.3777","13.23195","79.45","242.8055","13.23194",,,,,,,,,
,,,"79.46","583.8394","13.23358","79.46","164.1273","13.23361","79.46","560.1406","13.23363","79.46","240.8028","13.23361",,,,,,,,,
,,,"79.47","584.4593","13.23526","79.47","161.4571","13.23526","79.47","561.6665","13.23531","79.47","239.9445","13.2353",,,,,,,,,
,,,"79.48","584.2686","13.23694","79.48","159.5974","13.23692","79.48","560.3314","13.23697","79.48","241.2319","13.23697",,,,,,,,,
,,,"79.49","582.7427","13.23861","79.49","160.6941","13.2386","79.49","561.285","13.23861","79.49","242.6624","13.23862",,,,,,,,,
,,,"79.5","584.507","13.24028","79.5","162.3631","13.2403","79.5","560.1883","13.24026","79.5","246.0003","13.24027",,,,,,,,,
,,,"79.51","585.5084","13.24193","79.51","161.9339","13.24198","79.51","560.9512","13.24194","79.51","246.3341","13.24193",,,,,,,,,
,,,"79.52","583.601","13.24357","79.52","163.2214","13.24364","79.52","561.285","13.24362","79.52","247.8123","13.24362",,,,,,,,,
,,,"79.53","586.6528","13.24525","79.53","163.7459","13.24527","79.53","558.9962","13.2453","79.53","247.9076","13.24531",,,,,,,,,
,,,"79.54","587.1772","13.24695","79.54","161.8862","13.24693","79.54","560.7128","13.24697","79.54","245.7142","13.24699",,,,,,,,,
,,,"79.55","584.7931","13.24864","79.55","162.1246","13.2486","79.55","560.5221","13.2486","79.55","244.3314","13.24865",,,,,,,,,
,,,"79.56","581.8844","13.2503","79.56","163.0306","13.25029","79.56","559.0916","13.25026","79.56","244.9989","13.25028",,,,,,,,,
,,,"79.57","583.4103","13.25194","79.57","161.6001","13.25197","79.57","560.7128","13.25194","79.57","247.2878","13.25194",,,,,,,,,
,,,"79.58","583.6487","13.25358","79.58","159.9312","13.25362","79.58","560.4267","13.25364","79.58","246.0957","13.25361",,,,,,,,,
,,,"79.59","583.7917","13.25525","79.59","162.3154","13.25527","79.59","558.5193","13.25532","79.59","246.0003","13.2553",,,,,,,,,
,,,"79.6","585.6514","13.25694","79.6","163.4121","13.25693","79.6","556.9935","13.25699","79.6","245.4281","13.25698",,,,,,,,,
,,,"79.61","583.601","13.25863","79.61","162.4107","13.25859","79.61","558.1855","13.25864","79.61","243.2346","13.25864",,,,,,,,,
,,,"79.62","582.5043","13.26029","79.62","163.6505","13.26029","79.62","560.0452","13.26027","79.62","243.8545","13.26028",,,,,,,,,
,,,"79.63","580.8353","13.26194","79.63","163.269","13.26198","79.63","559.7592","13.26193","79.63","244.1406","13.26193",,,,,,,,,
,,,"79.64","582.2181","13.26358","79.64","164.5088","13.26365","79.64","558.424","13.26361","79.64","242.1379","13.2636",,,,,,,,,
,,,"79.65","584.2686","13.26525","79.65","163.126","13.26529","79.65","557.7087","13.2653","79.65","241.0889","13.2653",,,,,,,,,
,,,"79.66","584.6024","13.26694","79.66","161.2663","13.26694","79.66","558.3763","13.26697","79.66","238.3232","13.26698",,,,,,,,,
,,,"79.67","584.2686","13.26863","79.67","162.7445","13.26859","79.67","557.3273","13.26863","79.67","232.029","13.26866",,,,,,,,,
,,,"79.68","586.1282","13.2703","79.68","161.0756","13.27028","79.68","557.8995","13.27027","79.68","231.5044","13.2703",,,,,,,,,
,,,"79.69","585.3176","13.27196","79.69","160.265","13.27197","79.69","558.0425","13.27193","79.69","230.4077","13.27195",,,,,,,,,
,,,"79.7","583.2672","13.27359","79.7","159.3113","13.27363","79.7","557.0889","13.27361","79.7","226.6884","13.2736",,,,,,,,,
,,,"79.71","583.9825","13.27526","79.71","160.7418","13.27529","79.71","557.6611","13.2753","79.71","227.6897","13.27529",,,,,,,,,
,,,"79.72","585.4607","13.27693","79.72","162.077","13.27693","79.72","559.0439","13.27698","79.72","225.9254","13.27697",,,,,,,,,
,,,"79.73","585.6514","13.27861","79.73","160.8849","13.27859","79.73","559.0439","13.27865","79.73","224.4949","13.27865",,,,,,,,,
,,,"79.74","585.556","13.28029","79.74","161.6478","13.28028","79.74","559.0916","13.28028","79.74","225.9731","13.28029",,,,,,,,,
,,,"79.75","584.7454","13.28195","79.75","158.6914","13.28198","79.75","558.2333","13.28193","79.75","223.5413","13.28194",,,,,,,,,
,,,"79.76","585.3653","13.28359","79.76","160.7895","13.28365","79.76","559.2346","13.2836","79.76","224.7334","13.2836",,,,,,,,,
,,,"79.77","584.1732","13.28525","79.77","161.0279","13.28531","79.77","560.6174","13.28529","79.77","224.9718","13.28529",,,,,,,,,
,,,"79.78","584.9362","13.28692","79.78","162.7445","13.28695","79.78","560.7605","13.28697","79.78","225.4963","13.28698",,,,,,,,,
,,,"79.79","585.0315","13.28861","79.79","164.2227","13.28859","79.79","560.1406","13.28864","79.79","222.0631","13.28866",,,,,,,,,
,,,"79.8","586.3666","13.2903","79.8","163.3167","13.29027","79.8","558.1379","13.29027","79.8","225.7824","13.29032",,,,,,,,,
,,,"79.81","587.0342","13.29197","79.81","161.5524","13.29195","79.81","556.6597","13.29193","79.81","236.1298","13.29196",,,,,,,,,
,,,"79.82","587.225","13.2936","79.82","161.6955","13.29362","79.82","558.0902","13.29359","79.82","236.1298","13.2936",,,,,,,,,
,,,"79.83","587.7495","13.29525","79.83","162.3154","13.29529","79.83","559.8545","13.29529","79.83","236.1298","13.29527",,,,,,,,,
,,,"79.84","586.462","13.29691","79.84","162.5061","13.29694","79.84","558.8055","13.29698","79.84","236.1298","13.29696",,,,,,,,,
,,,"79.85","584.2686","13.29859","79.85","163.6028","13.29858","79.85","558.3763","13.29865","79.85","236.1298","13.29864",,,,,,,,,
,,,"79.86","586.462","13.30028","79.86","162.1723","13.30026","79.86","559.4254","13.30029","79.86","236.1298","13.3003",,,,,,,,,
,,,"79.87","585.5084","13.30195","79.87","160.265","13.30196","79.87","558.4717","13.30194","79.87","236.1298","13.30195",,,,,,,,,
,,,"79.88","584.6024","13.30359","79.88","163.7936","13.30365","79.88","557.6134","13.30359","79.88","236.0821","13.30359",,,,,,,,,
,,,"79.89","585.6514","13.30524","79.89","163.6505","13.30531","79.89","557.0411","13.30528","79.89","236.0344","13.30527",,,,,,,,,
,,,"79.9","584.7454","13.30691","79.9","164.5088","13.30696","79.9","557.6134","13.30697","79.9","236.0344","13.30697",,,,,,,,,
,,,"79.91","586.2236","13.3086","79.91","162.8876","13.30859","79.91","556.7551","13.30864","79.91","236.0344","13.30865",,,,,,,,,
,,,"79.92","588.6555","13.31029","79.92","161.314","13.31026","79.92","555.7061","13.31029","79.92","236.0344","13.31031",,,,,,,,,
,,,"79.93","590.229","13.31197","79.93","159.6928","13.31195","79.93","556.5167","13.31194","79.93","236.0344","13.31196",,,,,,,,,
,,,"79.94","587.8448","13.31361","79.94","159.9312","13.31363","79.94","556.5167","13.31359","79.94","236.0344","13.3136",,,,,,,,,
,,,"79.95","585.9375","13.31526","79.95","159.6451","13.3153","79.95","558.7578","13.31528","79.95","236.0344","13.31527",,,,,,,,,
,,,"79.96","587.7495","13.31692","79.96","159.3113","13.31696","79.96","557.8995","13.31698","79.96","236.0344","13.31695",,,,,,,,,
,,,"79.97","587.4634","13.31859","79.97","159.7404","13.31859","79.97","555.5153","13.31866","79.97","236.0344","13.31863",,,,,,,,,
,,,"79.98","586.6528","13.32028","79.98","160.0266","13.32026","79.98","557.1842","13.32031","79.98","236.0344","13.3203",,,,,,,,,
